chart_id,track_id,artist_id,chart_name,week_date,peak_position,current_position,weeks_on_chart,movement
CHT_00975,TRK_01517,ART_0007,Hot 100,2026-03-25,49,59,9,-14
CHT_00976,TRK_04278,ART_0319,Top 100 Global,2022-10-31,98,100,1,17
CHT_00977,TRK_03034,ART_0442,Indie Spotlight,2026-02-11,75,95,14,7
CHT_00978,TRK_03933,ART_0355,Indie Spotlight,2026-02-18,17,17,20,5
CHT_00979,TRK_03763,ART_0031,Top 100 Global,2025-09-29,95,100,7,17
CHT_00980,TRK_00968,ART_0203,Hot 100,2026-04-27,40,54,1,27
CHT_00981,TRK_03397,ART_0217,Viral 50,2026-04-27,97,100,16,-25
CHT_00982,TRK_03847,ART_0344,New Music Friday,2025-11-22,24,39,8,-2
CHT_00983,TRK_05713,ART_0026,Top Streaming,2026-03-15,50,51,13,12
CHT_00984,TRK_05956,ART_0229,New Music Friday,2023-08-17,75,93,2,-12
CHT_00985,TRK_00457,ART_0627,Viral 50,2026-04-27,24,31,1,-23
CHT_00986,TRK_02702,ART_0341,Weekend Anthems,2024-02-25,62,76,1,-18
CHT_00987,TRK_00457,ART_0627,Top Streaming,2026-04-27,44,44,4,-8
CHT_00988,TRK_04455,ART_0068,Top 100 Global,2025-05-13,22,33,6,-29
CHT_00989,TRK_02827,ART_0418,Top 100 Global,2025-12-28,62,64,1,18
CHT_00990,TRK_03933,ART_0355,Top Streaming,2025-09-10,21,33,6,-28
CHT_00991,TRK_01706,ART_0043,Top Streaming,2025-06-13,22,39,2,-24
CHT_00992,TRK_04175,ART_0623,Weekend Anthems,2024-09-30,41,61,1,-21
CHT_00993,TRK_03933,ART_0355,Viral 50,2025-08-13,22,42,52,10
CHT_00994,TRK_04955,ART_0089,Top 100 Global,2026-04-05,6,17,5,-6
CHT_00995,TRK_01934,ART_0347,Hot 100,2025-05-15,87,89,1,8
CHT_00996,TRK_03783,ART_0093,Top Streaming,2020-01-12,92,100,5,-24
CHT_00997,TRK_04955,ART_0089,Hot 100,2026-03-22,3,23,1,16
CHT_00998,TRK_00764,ART_0515,Top 100 Global,2026-04-27,71,85,23,-15
CHT_00999,TRK_01461,ART_0626,Top Streaming,2024-05-20,25,36,4,-18
CHT_01000,TRK_03933,ART_0355,Top Streaming,2026-02-25,13,21,12,-10
CHT_01001,TRK_00764,ART_0515,Hot 100,2026-04-27,98,100,52,-29
CHT_01002,TRK_04955,ART_0089,Top Streaming,2026-03-29,2,9,36,-20
CHT_01003,TRK_00956,ART_0341,Top 100 Global,2026-01-02,50,61,1,24
CHT_01004,TRK_03847,ART_0344,Hot 100,2025-08-02,97,100,7,16
CHT_01005,TRK_05809,ART_0154,New Music Friday,2025-08-18,97,100,3,5
CHT_01006,TRK_04763,ART_0171,New Music Friday,2025-07-09,100,100,9,19
CHT_01007,TRK_02225,ART_0517,Hot 100,2025-07-06,50,62,1,27
CHT_01008,TRK_02915,ART_0141,Top 100 Global,2026-02-01,50,56,8,-5
CHT_01009,TRK_03048,ART_0290,Viral 50,2026-02-11,20,27,1,-10
CHT_01010,TRK_05505,ART_0135,Indie Spotlight,2024-08-30,9,25,8,-30
CHT_01011,TRK_02809,ART_0388,Hot 100,2010-02-09,93,96,1,30
CHT_01012,TRK_05478,ART_0655,Top Streaming,2025-11-30,40,51,22,10
CHT_01013,TRK_02485,ART_0263,Top Streaming,2026-04-04,23,24,2,-24
CHT_01014,TRK_00129,ART_0311,Hot 100,2024-12-05,15,24,52,0
CHT_01015,TRK_04009,ART_0295,Viral 50,2026-02-01,55,62,1,-1
CHT_01016,TRK_01517,ART_0007,Top Streaming,2026-02-04,71,75,8,-17
CHT_01017,TRK_00754,ART_0255,Weekend Anthems,2026-04-27,91,100,7,29
CHT_01018,TRK_04955,ART_0089,Top 100 Global,2026-04-12,9,28,3,30
CHT_01019,TRK_00129,ART_0311,Top Streaming,2025-03-06,17,23,28,-8
CHT_01020,TRK_04955,ART_0089,Top Streaming,2026-03-15,3,11,9,-2
CHT_01021,TRK_00123,ART_0467,New Music Friday,2024-09-24,32,52,5,-21
CHT_01022,TRK_01461,ART_0626,Top 100 Global,2023-01-02,29,38,2,-27
CHT_01023,TRK_04654,ART_0068,Top 100 Global,2026-04-10,56,74,13,15
CHT_01024,TRK_05086,ART_0381,Top 100 Global,2024-01-03,31,45,22,-24
CHT_01025,TRK_00129,ART_0311,Top 100 Global,2024-07-18,7,17,3,-12
CHT_01026,TRK_00129,ART_0311,Viral 50,2025-05-15,13,30,4,16
CHT_01027,TRK_00129,ART_0311,Hot 100,2022-06-09,5,14,15,24
CHT_01028,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,7,13,42,-17
CHT_01029,TRK_04955,ART_0089,Top 100 Global,2026-04-19,1,6,12,-3
CHT_01030,TRK_03933,ART_0355,Weekend Anthems,2025-12-31,6,6,52,-1
CHT_01031,TRK_00764,ART_0515,Hot 100,2026-04-27,92,100,20,-18
CHT_01032,TRK_03933,ART_0355,Top 100 Global,2025-06-11,8,15,5,27
CHT_01033,TRK_05505,ART_0135,Indie Spotlight,2024-08-30,7,18,27,27
CHT_01034,TRK_00129,ART_0311,New Music Friday,2025-09-25,17,26,15,-2
CHT_01035,TRK_05478,ART_0655,Indie Spotlight,2026-04-12,70,73,44,-18
CHT_01036,TRK_04493,ART_0255,Indie Spotlight,2026-04-27,29,31,1,-27
CHT_01037,TRK_03933,ART_0355,Indie Spotlight,2026-03-18,29,37,27,-1
CHT_01038,TRK_01441,ART_0272,Top 100 Global,2025-03-24,50,63,1,-24
CHT_01039,TRK_05191,ART_0539,New Music Friday,2025-02-07,24,36,1,-24
CHT_01040,TRK_01604,ART_0483,Top Streaming,2026-01-11,60,68,23,-3
CHT_01041,TRK_04955,ART_0089,Top 100 Global,2026-04-26,1,17,52,-24
CHT_01042,TRK_05810,ART_0071,Top 100 Global,2026-04-27,84,93,2,-5
CHT_01043,TRK_05478,ART_0655,Top 100 Global,2025-12-14,36,36,21,18
CHT_01044,TRK_05690,ART_0291,Indie Spotlight,2026-01-14,42,54,1,21
CHT_01045,TRK_04955,ART_0089,Hot 100,2026-04-05,9,17,2,9
CHT_01046,TRK_01461,ART_0626,Viral 50,2022-11-28,56,70,2,-5
CHT_01047,TRK_03933,ART_0355,Hot 100,2025-12-03,12,29,21,4
CHT_01048,TRK_01461,ART_0626,Weekend Anthems,2024-06-03,46,46,15,-26
CHT_01049,TRK_03933,ART_0355,Weekend Anthems,2025-10-15,14,24,7,24
CHT_01050,TRK_04955,ART_0089,New Music Friday,2026-03-15,3,14,2,20
CHT_01051,TRK_00764,ART_0515,Hot 100,2026-04-27,48,51,29,-21
CHT_01052,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,5,12,34,-23
CHT_01053,TRK_01461,ART_0626,Top Streaming,2025-12-15,24,31,35,-7
CHT_01054,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,59,73,13,-19
CHT_01055,TRK_04955,ART_0089,Viral 50,2026-04-12,1,1,27,18
CHT_01056,TRK_05505,ART_0135,Indie Spotlight,2024-11-22,21,26,25,-10
CHT_01057,TRK_00764,ART_0515,Hot 100,2026-04-27,52,57,8,26
CHT_01058,TRK_05646,ART_0432,Viral 50,2025-09-21,31,51,9,-25
CHT_01059,TRK_01058,ART_0170,Indie Spotlight,2025-07-08,81,87,5,-13
CHT_01060,TRK_00734,ART_0381,Indie Spotlight,2024-12-11,94,100,1,25
CHT_01061,TRK_04108,ART_0400,Indie Spotlight,2022-09-13,97,100,3,12
CHT_01062,TRK_03944,ART_0407,Hot 100,2023-05-14,41,45,6,-29
CHT_01063,TRK_02445,ART_0010,New Music Friday,2025-12-04,96,100,1,13
CHT_01064,TRK_03933,ART_0355,Hot 100,2026-04-01,28,39,1,-10
CHT_01065,TRK_02030,ART_0647,New Music Friday,2025-01-15,48,48,1,-8
CHT_01066,TRK_03933,ART_0355,Indie Spotlight,2025-09-17,28,48,18,23
CHT_01067,TRK_05284,ART_0021,Weekend Anthems,2023-04-08,86,93,2,-19
CHT_01068,TRK_05515,ART_0305,Top 100 Global,2026-02-18,93,100,1,-1
CHT_01069,TRK_00764,ART_0515,Indie Spotlight,2026-04-27,74,90,12,0
CHT_01070,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,8,20,10,-28
CHT_01071,TRK_02543,ART_0437,Top 100 Global,2025-06-06,77,95,2,21
CHT_01072,TRK_03933,ART_0355,Viral 50,2026-01-21,22,26,13,-14
CHT_01073,TRK_05105,ART_0586,Top Streaming,2026-03-04,45,56,1,5
CHT_01074,TRK_05809,ART_0154,Hot 100,2026-03-23,47,51,4,-26
CHT_01075,TRK_00129,ART_0311,Weekend Anthems,2023-03-16,16,28,10,-10
CHT_01076,TRK_05478,ART_0655,Indie Spotlight,2026-03-01,21,24,1,1
CHT_01077,TRK_03933,ART_0355,Top Streaming,2026-03-04,25,30,7,-3
CHT_01078,TRK_03933,ART_0355,Weekend Anthems,2026-04-22,29,48,24,3
CHT_01079,TRK_02965,ART_0677,Hot 100,2025-09-09,100,100,2,7
CHT_01080,TRK_03351,ART_0414,Top Streaming,2022-12-16,91,93,9,-4
CHT_01081,TRK_04955,ART_0089,Top 100 Global,2026-04-26,8,12,2,25
CHT_01082,TRK_04955,ART_0089,Top 100 Global,2026-03-29,1,9,34,-23
CHT_01083,TRK_02470,ART_0651,Hot 100,2022-03-10,86,89,2,-18
CHT_01084,TRK_03933,ART_0355,Viral 50,2025-12-17,30,46,41,25
CHT_01085,TRK_04309,ART_0255,New Music Friday,2026-04-27,42,43,9,23
CHT_01086,TRK_00129,ART_0311,Top Streaming,2023-03-30,22,27,5,-27
CHT_01087,TRK_04557,ART_0381,Top Streaming,2021-04-08,77,86,3,26
CHT_01088,TRK_05798,ART_0458,Top 100 Global,2026-01-26,33,42,11,29
CHT_01089,TRK_03397,ART_0217,Weekend Anthems,2026-04-27,63,83,16,-28
CHT_01090,TRK_05505,ART_0135,New Music Friday,2024-08-09,27,36,11,-26
CHT_01091,TRK_05086,ART_0381,Top Streaming,2025-03-05,26,34,1,-4
CHT_01092,TRK_02626,ART_0025,Viral 50,2025-09-03,32,49,3,-2
CHT_01093,TRK_05290,ART_0132,Viral 50,2025-09-14,88,96,1,-17
CHT_01094,TRK_05478,ART_0655,Weekend Anthems,2026-02-08,99,100,10,-18
CHT_01095,TRK_03034,ART_0442,Hot 100,2025-08-27,28,41,15,24
CHT_01096,TRK_04380,ART_0406,Weekend Anthems,2019-06-01,20,35,15,21
CHT_01097,TRK_03933,ART_0355,Weekend Anthems,2026-04-22,14,14,5,-16
CHT_01098,TRK_00460,ART_0198,Top 100 Global,2019-05-16,97,100,3,27
CHT_01099,TRK_04955,ART_0089,Viral 50,2026-03-29,1,17,4,13
CHT_01100,TRK_02827,ART_0418,Top 100 Global,2026-01-04,37,49,1,21
CHT_01101,TRK_03783,ART_0093,Indie Spotlight,2023-06-25,73,85,2,5
CHT_01102,TRK_00564,ART_0478,Hot 100,2026-01-11,78,86,1,-6
CHT_01103,TRK_04745,ART_0088,Hot 100,2026-01-22,76,89,1,6
CHT_01104,TRK_00531,ART_0437,Indie Spotlight,2026-03-01,61,77,6,28
CHT_01105,TRK_01604,ART_0483,Viral 50,2025-07-13,38,51,9,-22
CHT_01106,TRK_00129,ART_0311,Viral 50,2021-11-11,14,14,32,0
CHT_01107,TRK_03933,ART_0355,Hot 100,2025-09-24,20,23,2,-27
CHT_01108,TRK_00129,ART_0311,Viral 50,2022-01-13,30,40,1,-16
CHT_01109,TRK_04567,ART_0389,Viral 50,2019-09-24,53,54,5,16
CHT_01110,TRK_03933,ART_0355,Indie Spotlight,2025-09-03,30,44,4,-5
CHT_01111,TRK_01333,ART_0400,Hot 100,2024-12-03,73,92,2,27
CHT_01112,TRK_00129,ART_0311,Hot 100,2025-11-27,16,18,20,-15
CHT_01113,TRK_00764,ART_0515,Viral 50,2026-04-27,35,37,14,-15
CHT_01114,TRK_05478,ART_0655,Top 100 Global,2026-03-01,51,60,6,5
CHT_01115,TRK_04955,ART_0089,Top 100 Global,2026-04-12,7,14,14,0
CHT_01116,TRK_00129,ART_0311,Top 100 Global,2022-05-05,18,33,34,16
CHT_01117,TRK_04798,ART_0040,Top 100 Global,2026-04-22,97,100,2,-26
CHT_01118,TRK_01604,ART_0483,Viral 50,2025-12-28,42,50,5,4
CHT_01119,TRK_03933,ART_0355,Top 100 Global,2025-10-22,13,26,19,4
CHT_01120,TRK_00764,ART_0515,New Music Friday,2026-04-27,27,35,4,24
CHT_01121,TRK_00129,ART_0311,Top Streaming,2024-04-04,5,20,11,9
CHT_01122,TRK_01624,ART_0004,Weekend Anthems,2017-05-24,21,21,6,10
CHT_01123,TRK_03397,ART_0217,Weekend Anthems,2026-04-27,67,74,8,-14
CHT_01124,TRK_04955,ART_0089,Weekend Anthems,2026-04-26,6,21,2,-6
CHT_01125,TRK_05505,ART_0135,Top 100 Global,2024-12-20,24,37,42,-27
CHT_01126,TRK_00384,ART_0647,Top 100 Global,2024-06-05,36,38,1,-29
CHT_01127,TRK_03933,ART_0355,Top 100 Global,2025-09-17,10,19,8,-1
CHT_01128,TRK_00531,ART_0437,Indie Spotlight,2026-03-15,34,38,14,10
CHT_01129,TRK_00531,ART_0437,Hot 100,2026-01-04,49,67,25,18
CHT_01130,TRK_02138,ART_0449,Hot 100,2025-10-18,91,100,3,6
CHT_01131,TRK_03933,ART_0355,Weekend Anthems,2025-09-17,15,15,41,-21
CHT_01132,TRK_03933,ART_0355,New Music Friday,2025-11-19,5,8,24,-14
CHT_01133,TRK_03460,ART_0127,Weekend Anthems,2026-02-20,76,82,3,-8
CHT_01134,TRK_00940,ART_0347,Indie Spotlight,2026-02-22,74,86,1,-3
CHT_01135,TRK_05367,ART_0290,New Music Friday,2026-01-14,73,75,1,-2
CHT_01136,TRK_04828,ART_0623,Viral 50,2026-03-01,79,90,2,17
CHT_01137,TRK_04228,ART_0630,Top 100 Global,2026-04-07,77,82,1,19
CHT_01138,TRK_05086,ART_0381,Top Streaming,2025-04-16,47,57,1,-24
CHT_01139,TRK_04955,ART_0089,Top Streaming,2026-04-19,7,22,52,18
CHT_01140,TRK_00123,ART_0467,Top 100 Global,2024-11-05,83,97,9,-9
CHT_01141,TRK_05663,ART_0243,Hot 100,2026-03-28,75,94,6,15
CHT_01142,TRK_02263,ART_0609,Top Streaming,2020-06-05,71,86,6,14
CHT_01143,TRK_05478,ART_0655,Weekend Anthems,2026-03-22,63,68,2,17
CHT_01144,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,77,90,5,-5
CHT_01145,TRK_05394,ART_0611,Top Streaming,2016-08-20,91,92,3,-1
CHT_01146,TRK_00175,ART_0437,Top Streaming,2025-02-07,27,40,1,-13
CHT_01147,TRK_02470,ART_0651,New Music Friday,2017-04-13,25,29,1,-13
CHT_01148,TRK_03351,ART_0414,Weekend Anthems,2022-04-01,68,80,2,2
CHT_01149,TRK_05505,ART_0135,Hot 100,2024-08-16,7,27,15,7
CHT_01150,TRK_02016,ART_0489,Viral 50,2019-12-26,95,100,6,30
CHT_01151,TRK_03933,ART_0355,Top Streaming,2026-01-07,28,40,44,-23
CHT_01152,TRK_05663,ART_0243,Indie Spotlight,2026-04-11,85,95,11,-16
CHT_01153,TRK_00129,ART_0311,New Music Friday,2025-01-09,27,27,13,26
CHT_01154,TRK_04955,ART_0089,Top 100 Global,2026-03-15,3,10,16,21
CHT_01155,TRK_03933,ART_0355,Top Streaming,2025-12-17,20,26,43,-3
CHT_01156,TRK_00129,ART_0311,Top 100 Global,2023-10-05,7,14,34,24
CHT_01157,TRK_03287,ART_0537,Hot 100,2024-06-14,97,100,1,-15
CHT_01158,TRK_03397,ART_0217,Top Streaming,2026-04-27,92,100,21,1
CHT_01159,TRK_04955,ART_0089,Weekend Anthems,2026-03-29,2,6,14,-11
CHT_01160,TRK_03351,ART_0414,New Music Friday,2020-04-10,63,74,19,8
CHT_01161,TRK_02189,ART_0141,Indie Spotlight,2026-02-22,43,50,6,-26
CHT_01162,TRK_03933,ART_0355,Viral 50,2025-07-30,27,35,2,21
CHT_01163,TRK_00764,ART_0515,Hot 100,2026-04-27,69,70,19,-18
CHT_01164,TRK_02827,ART_0418,New Music Friday,2025-12-14,80,86,2,-15
CHT_01165,TRK_04654,ART_0068,Weekend Anthems,2021-10-01,87,100,17,-29
CHT_01166,TRK_05505,ART_0135,Top 100 Global,2026-02-06,15,35,26,-29
CHT_01167,TRK_01604,ART_0483,Hot 100,2025-06-22,85,100,2,-11
CHT_01168,TRK_05505,ART_0135,Weekend Anthems,2024-07-19,5,10,3,17
CHT_01169,TRK_05460,ART_0487,Weekend Anthems,2021-10-26,53,54,4,16
CHT_01170,TRK_04380,ART_0406,Hot 100,2019-01-12,68,76,20,-19
CHT_01171,TRK_02054,ART_0267,Hot 100,2025-07-14,89,94,3,24
CHT_01172,TRK_05956,ART_0229,Hot 100,2022-04-28,47,48,6,-1
CHT_01173,TRK_05667,ART_0154,Top 100 Global,2024-08-18,100,100,16,-2
CHT_01174,TRK_02046,ART_0157,New Music Friday,2022-06-06,66,80,8,-13
CHT_01175,TRK_04309,ART_0255,Top Streaming,2026-04-27,71,79,6,-1
CHT_01176,TRK_00764,ART_0515,Viral 50,2026-04-27,75,87,25,-25
CHT_01177,TRK_04955,ART_0089,Indie Spotlight,2026-04-05,2,10,52,1
CHT_01178,TRK_00129,ART_0311,Viral 50,2025-09-25,19,38,13,13
CHT_01179,TRK_04955,ART_0089,New Music Friday,2026-04-26,1,9,1,7
CHT_01180,TRK_05956,ART_0229,New Music Friday,2023-03-23,29,32,33,-24
CHT_01181,TRK_03763,ART_0031,Hot 100,2024-03-04,90,100,4,-23
CHT_01182,TRK_01461,ART_0626,Indie Spotlight,2024-01-29,50,58,13,28
CHT_01183,TRK_03056,ART_0437,Top Streaming,2026-04-27,99,100,2,-19
CHT_01184,TRK_01461,ART_0626,Top 100 Global,2022-05-16,31,35,9,-27
CHT_01185,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,94,100,16,-8
CHT_01186,TRK_02809,ART_0388,Hot 100,2021-07-06,35,49,5,-19
CHT_01187,TRK_03351,ART_0414,New Music Friday,2020-11-20,29,33,6,26
CHT_01188,TRK_04254,ART_0597,Hot 100,2026-04-27,25,33,1,-1
CHT_01189,TRK_00764,ART_0515,Top 100 Global,2026-04-27,80,88,20,-7
CHT_01190,TRK_04955,ART_0089,New Music Friday,2026-04-05,1,5,15,17
CHT_01191,TRK_03397,ART_0217,Indie Spotlight,2026-04-27,28,37,4,-28
CHT_01192,TRK_03351,ART_0414,Top 100 Global,2025-09-26,99,100,1,10
CHT_01193,TRK_00917,ART_0347,Indie Spotlight,2026-04-02,90,100,15,-14
CHT_01194,TRK_03933,ART_0355,Top Streaming,2025-12-24,8,16,6,-15
CHT_01195,TRK_04380,ART_0406,Indie Spotlight,2026-03-21,100,100,10,10
CHT_01196,TRK_00129,ART_0311,Top Streaming,2021-08-05,23,39,18,-6
CHT_01197,TRK_03776,ART_0270,Top 100 Global,2004-07-13,23,25,2,20
CHT_01198,TRK_05663,ART_0243,Viral 50,2026-01-31,44,53,2,19
CHT_01199,TRK_04582,ART_0574,Viral 50,2025-07-31,81,91,1,-25
CHT_01200,TRK_00129,ART_0311,Weekend Anthems,2024-10-03,28,30,11,7
CHT_01201,TRK_05438,ART_0242,Viral 50,2026-04-16,26,29,4,12
CHT_01202,TRK_02618,ART_0646,Top Streaming,2022-08-01,60,72,5,-20
CHT_01203,TRK_03351,ART_0414,New Music Friday,2021-11-12,95,100,18,-24
CHT_01204,TRK_04170,ART_0346,Hot 100,2011-06-03,97,100,4,6
CHT_01205,TRK_02626,ART_0025,Hot 100,2026-02-18,73,92,4,11
CHT_01206,TRK_05667,ART_0154,Weekend Anthems,2024-07-21,31,41,11,3
CHT_01207,TRK_03148,ART_0437,Viral 50,2024-02-23,93,100,1,23
CHT_01208,TRK_04239,ART_0419,Viral 50,2023-02-10,83,100,1,-27
CHT_01209,TRK_03351,ART_0414,New Music Friday,2020-03-13,54,71,11,18
CHT_01210,TRK_00129,ART_0311,Top Streaming,2024-05-30,26,30,19,7
CHT_01211,TRK_04955,ART_0089,Hot 100,2026-03-22,9,24,31,-22
CHT_01212,TRK_05505,ART_0135,Indie Spotlight,2025-03-28,7,10,3,17
CHT_01213,TRK_01930,ART_0327,Viral 50,2026-02-10,22,37,5,11
CHT_01214,TRK_04955,ART_0089,Viral 50,2026-03-15,1,13,4,12
CHT_01215,TRK_02898,ART_0217,Indie Spotlight,2024-10-26,82,94,2,-1
CHT_01216,TRK_03397,ART_0217,Viral 50,2026-04-27,93,96,5,-1
CHT_01217,TRK_04955,ART_0089,Top 100 Global,2026-03-29,4,12,8,15
CHT_01218,TRK_05505,ART_0135,Top 100 Global,2026-03-06,17,21,3,2
CHT_01219,TRK_03351,ART_0414,Hot 100,2023-07-21,100,100,3,-19
CHT_01220,TRK_00867,ART_0203,Indie Spotlight,2026-04-27,69,71,1,17
CHT_01221,TRK_05505,ART_0135,Top 100 Global,2025-01-31,19,39,21,3
CHT_01222,TRK_03933,ART_0355,Hot 100,2025-10-01,22,25,11,23
CHT_01223,TRK_02433,ART_0079,Indie Spotlight,2025-12-11,36,48,6,-12
CHT_01224,TRK_05505,ART_0135,Weekend Anthems,2026-01-30,18,37,6,-13
CHT_01225,TRK_05667,ART_0154,Weekend Anthems,2024-02-25,64,67,17,12
CHT_01226,TRK_00129,ART_0311,Top 100 Global,2022-10-13,8,17,10,15
CHT_01227,TRK_03933,ART_0355,Weekend Anthems,2025-12-24,27,29,21,28
CHT_01228,TRK_04955,ART_0089,Hot 100,2026-03-29,2,10,5,-6
CHT_01229,TRK_00764,ART_0515,Top 100 Global,2026-04-27,34,54,21,-17
CHT_01230,TRK_03933,ART_0355,Top Streaming,2025-07-30,22,41,5,21
CHT_01231,TRK_00764,ART_0515,Top Streaming,2026-04-27,79,91,6,-3
CHT_01232,TRK_03005,ART_0185,Viral 50,2021-04-27,84,95,5,-15
CHT_01233,TRK_00129,ART_0311,Top Streaming,2023-01-12,28,37,29,-28
CHT_01234,TRK_00378,ART_0296,Hot 100,2026-04-11,44,56,2,-3
CHT_01235,TRK_04955,ART_0089,Top Streaming,2026-03-29,7,25,44,-30
CHT_01236,TRK_00764,ART_0515,New Music Friday,2026-04-27,74,86,28,-4
CHT_01237,TRK_05667,ART_0154,New Music Friday,2024-07-28,100,100,9,-28
CHT_01238,TRK_00531,ART_0437,Weekend Anthems,2026-01-18,29,45,11,6
CHT_01239,TRK_01461,ART_0626,Top 100 Global,2025-04-21,53,67,3,25
CHT_01240,TRK_04955,ART_0089,Viral 50,2026-03-22,6,11,1,28
CHT_01241,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,1,16,30,11
CHT_01242,TRK_00383,ART_0104,New Music Friday,2026-02-27,71,78,3,-25
CHT_01243,TRK_02027,ART_0555,Weekend Anthems,2025-01-26,87,97,1,-26
CHT_01244,TRK_03308,ART_0436,Indie Spotlight,2026-03-24,34,38,2,-11
CHT_01245,TRK_01461,ART_0626,Top 100 Global,2025-06-23,86,89,17,-8
CHT_01246,TRK_04455,ART_0068,Indie Spotlight,2024-05-28,39,47,5,28
CHT_01247,TRK_04035,ART_0190,New Music Friday,2023-05-20,44,47,1,9
CHT_01248,TRK_00129,ART_0311,Weekend Anthems,2025-10-30,13,18,4,6
CHT_01249,TRK_05663,ART_0243,Weekend Anthems,2026-04-04,56,67,29,1
CHT_01250,TRK_05667,ART_0154,Weekend Anthems,2025-06-01,85,99,15,-20
CHT_01251,TRK_04955,ART_0089,Indie Spotlight,2026-03-15,8,11,21,3
CHT_01252,TRK_03933,ART_0355,New Music Friday,2025-06-18,30,49,7,21
CHT_01253,TRK_03620,ART_0309,Hot 100,2025-11-26,90,100,1,-26
CHT_01254,TRK_04955,ART_0089,Viral 50,2026-03-22,10,10,5,6
CHT_01255,TRK_05923,ART_0377,New Music Friday,2025-06-10,34,41,3,-2
CHT_01256,TRK_04955,ART_0089,Viral 50,2026-04-12,9,17,6,8
CHT_01257,TRK_05713,ART_0026,Weekend Anthems,2022-07-10,52,59,1,-10
CHT_01258,TRK_05713,ART_0026,Weekend Anthems,2023-01-15,97,100,7,12
CHT_01259,TRK_04955,ART_0089,New Music Friday,2026-04-19,8,22,6,6
CHT_01260,TRK_00272,ART_0447,Hot 100,2019-06-03,26,44,4,-12
CHT_01261,TRK_05478,ART_0655,Viral 50,2025-11-30,69,71,21,-5
CHT_01262,TRK_03933,ART_0355,Hot 100,2025-11-05,18,35,3,25
CHT_01263,TRK_03933,ART_0355,Top Streaming,2026-03-11,14,26,4,5
CHT_01264,TRK_03034,ART_0442,Indie Spotlight,2026-01-28,85,97,6,17
CHT_01265,TRK_04955,ART_0089,Hot 100,2026-03-15,6,23,11,-21
CHT_01266,TRK_04955,ART_0089,Weekend Anthems,2026-03-15,10,30,15,21
CHT_01267,TRK_05663,ART_0243,Indie Spotlight,2026-01-31,58,78,24,-3
CHT_01268,TRK_05105,ART_0586,Viral 50,2025-11-12,39,53,2,-17
CHT_01269,TRK_04955,ART_0089,Hot 100,2026-04-12,5,20,2,-25
CHT_01270,TRK_02099,ART_0309,Hot 100,2026-04-27,63,70,2,10
CHT_01271,TRK_05876,ART_0099,New Music Friday,2023-08-19,34,35,1,6
CHT_01272,TRK_04307,ART_0047,New Music Friday,2026-04-27,73,93,3,16
CHT_01273,TRK_04955,ART_0089,Hot 100,2026-04-05,10,29,5,12
CHT_01274,TRK_04955,ART_0089,Top Streaming,2026-04-05,4,19,28,-29
CHT_01275,TRK_04955,ART_0089,Indie Spotlight,2026-04-19,5,11,20,-13
CHT_01276,TRK_03933,ART_0355,Hot 100,2026-04-08,6,6,38,17
CHT_01277,TRK_00764,ART_0515,Weekend Anthems,2026-04-27,85,86,5,25
CHT_01278,TRK_04380,ART_0406,Hot 100,2017-10-07,92,93,4,-12
CHT_01279,TRK_00764,ART_0515,Top 100 Global,2026-04-27,69,85,17,-10
CHT_01280,TRK_00129,ART_0311,Top Streaming,2023-09-14,11,22,12,1
CHT_01281,TRK_03933,ART_0355,Top 100 Global,2026-01-28,23,37,2,25
CHT_01282,TRK_04654,ART_0068,New Music Friday,2024-03-15,89,96,11,-4
CHT_01283,TRK_00129,ART_0311,Hot 100,2023-06-01,26,38,21,8
CHT_01284,TRK_04955,ART_0089,Weekend Anthems,2026-04-12,3,5,30,-5
CHT_01285,TRK_00149,ART_0375,Top Streaming,2026-01-09,93,100,1,3
CHT_01286,TRK_04955,ART_0089,Top Streaming,2026-03-22,5,9,4,14
CHT_01287,TRK_04955,ART_0089,New Music Friday,2026-04-26,9,11,39,24
CHT_01288,TRK_05505,ART_0135,Top 100 Global,2025-10-03,12,13,6,-27
CHT_01289,TRK_04955,ART_0089,Indie Spotlight,2026-04-26,6,13,3,30
CHT_01290,TRK_05646,ART_0432,Top Streaming,2024-04-21,56,61,1,-20
CHT_01291,TRK_03933,ART_0355,Weekend Anthems,2025-06-25,28,35,27,-3
CHT_01292,TRK_00764,ART_0515,Top Streaming,2026-04-27,55,63,8,-16
CHT_01293,TRK_01461,ART_0626,Viral 50,2024-08-05,89,100,1,-9
CHT_01294,TRK_02808,ART_0677,Hot 100,2024-10-20,95,99,2,22
CHT_01295,TRK_03111,ART_0335,Top Streaming,2025-06-06,82,96,1,16
CHT_01296,TRK_03763,ART_0031,Top 100 Global,2021-01-25,45,58,3,-28
CHT_01297,TRK_01461,ART_0626,Indie Spotlight,2024-02-19,24,40,4,19
CHT_01298,TRK_03774,ART_0517,Hot 100,2025-03-16,29,44,1,-16
CHT_01299,TRK_05478,ART_0655,Weekend Anthems,2026-04-05,37,57,18,-28
