track_id,tempo_bpm,energy,danceability,valence,acousticness,loudness_db,instrumentalness,speechiness,liveness,key,mode,time_signature
TRK_04634,107,0.371,0.531,0.676,0.315,-11.9,0.04,0.009,0.066,5,0,4
TRK_04635,133,0.862,0.355,0.343,0.145,-4.73,0.027,0.07,0.045,10,0,4
TRK_04636,90,0.691,0.759,0.602,0.188,-10.2,0.047,0.774,0.055,3,1,4
TRK_04637,110,0.497,1.0,0.815,0.817,-3.35,0.021,0.257,0.084,11,0,4
TRK_04638,51,0.649,0.206,0.251,0.495,-4.11,0.482,0.016,0.051,7,1,4
TRK_04639,102,0.691,0.775,0.48,0.064,-4.58,0.021,0.738,0.192,2,0,4
TRK_04640,127,0.268,0.957,0.536,0.459,-6.06,0.008,0.126,0.006,8,0,4
TRK_04641,166,0.539,0.433,0.554,0.396,-9.91,0.049,0.099,0.567,9,1,4
TRK_04642,164,0.831,0.46,0.472,0.629,-7.06,0.159,0.218,0.004,4,0,4
TRK_04643,126,0.749,0.995,0.433,0.416,-5.26,0.15,0.097,0.255,7,1,4
TRK_04644,133,0.569,0.655,0.698,0.822,-3.81,0.255,0.02,0.172,4,0,3
TRK_04645,114,0.181,0.636,0.475,0.565,-14.49,0.228,0.02,0.255,1,1,4
TRK_04646,125,0.48,0.667,0.386,0.295,-14.45,0.12,0.33,0.072,3,1,3
TRK_04647,100,0.171,0.783,0.621,0.716,-11.65,0.007,0.095,0.007,9,0,4
TRK_04648,110,0.418,0.465,0.228,0.532,-12.55,0.01,0.142,0.28,5,1,4
TRK_04649,122,0.317,0.448,0.385,0.708,-14.73,0.117,0.112,0.449,8,0,4
TRK_04650,128,0.908,0.921,0.318,0.139,-3.5,0.245,0.192,0.019,8,0,4
TRK_04651,119,0.364,0.183,0.793,0.277,-14.98,0.006,0.043,0.019,7,0,4
TRK_04652,93,0.726,0.782,0.653,0.437,-3.16,0.014,0.079,0.18,9,0,4
TRK_04653,101,0.264,0.58,0.556,0.519,-11.66,0.139,0.07,0.174,3,1,4
TRK_04654,132,0.654,0.753,0.323,0.533,-5.41,0.079,0.083,0.086,9,0,4
TRK_04655,108,0.458,0.699,0.417,0.197,-3.57,0.112,0.11,0.176,0,0,6
TRK_04656,139,0.191,0.705,0.546,0.648,-13.55,0.028,0.125,0.283,9,1,4
TRK_04657,100,0.442,0.493,0.665,0.567,-6.13,0.011,0.051,0.568,10,1,4
TRK_04658,132,0.902,0.541,0.774,0.62,-11.59,0.012,0.118,0.183,6,0,4
TRK_04659,131,0.477,0.679,0.245,0.627,-14.46,0.005,0.003,0.14,2,0,4
TRK_04660,102,0.819,0.583,0.777,0.768,-13.15,0.195,0.25,0.002,6,1,4
TRK_04661,121,0.667,0.63,0.6,0.495,-8.51,0.091,0.057,0.24,6,1,6
TRK_04662,135,0.077,0.69,0.412,0.635,-9.89,0.3,0.089,0.15,11,1,5
TRK_04663,112,0.569,0.245,0.932,0.752,-8.65,0.047,0.016,0.029,7,1,4
TRK_04664,110,0.786,0.744,0.589,0.483,-14.68,0.258,0.018,0.04,4,1,4
TRK_04665,133,0.178,0.584,0.65,0.55,-13.08,0.265,0.095,0.29,8,1,4
TRK_04666,104,0.61,0.866,0.395,0.535,-6.6,0.061,0.292,0.003,6,0,4
TRK_04667,125,0.09,0.663,0.214,0.396,-9.79,0.417,0.064,0.42,5,0,4
TRK_04668,107,0.295,0.565,0.694,0.626,-13.9,0.123,0.028,0.373,8,1,4
TRK_04669,82,0.317,0.747,0.328,0.678,-8.9,0.165,0.038,0.117,5,0,4
TRK_04670,113,0.568,0.71,0.353,0.312,-4.71,0.105,0.098,0.236,11,0,4
TRK_04671,127,0.567,0.942,0.594,0.146,-12.89,0.085,0.091,0.155,10,1,5
TRK_04672,99,0.302,0.884,0.459,0.798,-3.45,0.059,0.046,0.314,3,0,4
TRK_04673,88,0.106,0.655,0.89,0.71,-5.5,0.031,0.137,0.113,5,1,4
TRK_04674,162,0.524,0.383,0.395,0.487,-8.58,0.083,0.003,0.138,0,0,4
TRK_04675,123,0.238,0.492,0.798,0.068,-11.97,0.009,0.171,0.096,8,1,4
TRK_04676,132,0.264,0.441,0.929,0.357,-3.29,0.21,0.09,0.059,1,0,4
TRK_04677,117,0.745,0.677,0.623,0.69,-3.46,0.134,0.021,0.247,2,1,4
TRK_04678,93,0.372,0.636,0.489,0.566,-5.85,0.277,0.099,0.071,10,1,4
TRK_04679,107,0.747,0.676,0.426,0.356,-14.33,0.0,0.008,0.054,1,1,4
TRK_04680,106,0.519,0.751,0.149,0.541,-4.2,0.011,0.017,0.065,3,0,4
TRK_04681,119,0.716,0.953,0.635,0.13,-3.6,0.004,0.067,0.187,5,1,4
TRK_04682,138,0.643,0.757,0.345,0.191,-14.02,0.152,0.094,0.038,2,0,6
TRK_04683,125,0.781,0.879,0.637,0.001,-10.01,0.136,0.072,0.061,3,0,3
TRK_04684,113,0.167,0.522,0.336,0.249,-5.28,0.045,0.018,0.36,10,1,4
TRK_04685,92,0.25,0.623,0.374,0.605,-9.69,0.034,0.052,0.309,5,0,4
TRK_04686,135,0.356,0.786,0.144,0.72,-6.85,0.047,0.144,0.022,8,0,4
TRK_04687,78,0.925,0.277,0.638,0.226,-10.14,0.242,0.171,0.11,9,0,4
TRK_04688,146,0.492,0.621,0.747,0.652,-13.29,0.031,0.078,0.081,5,0,4
TRK_04689,113,0.857,0.403,0.477,0.484,-3.84,0.019,0.063,0.015,8,0,4
TRK_04690,96,0.461,0.793,0.403,0.817,-3.26,0.073,0.044,0.113,9,0,3
TRK_04691,56,0.046,0.369,0.672,0.783,-5.19,0.007,0.024,0.011,5,0,4
TRK_04692,97,0.353,0.168,0.45,0.66,-11.86,0.096,0.242,0.198,0,1,4
TRK_04693,133,0.457,0.79,0.36,0.523,-10.76,0.236,0.103,0.133,7,0,6
TRK_04694,133,0.726,0.553,0.831,0.868,-5.98,0.081,0.017,0.291,0,0,5
TRK_04695,93,0.355,0.573,0.198,0.287,-4.61,0.021,0.036,0.298,0,0,4
TRK_04696,98,0.294,0.88,0.403,0.844,-10.31,0.074,0.041,0.084,8,1,4
TRK_04697,178,0.927,0.351,0.29,0.44,-11.59,0.048,0.069,0.004,0,0,4
TRK_04698,126,0.731,0.49,0.849,0.314,-6.58,0.104,0.059,0.105,11,1,3
TRK_04699,102,0.638,0.85,0.328,0.136,-13.95,0.077,0.477,0.142,10,1,5
TRK_04700,134,0.467,1.0,0.22,0.315,-3.13,0.044,0.19,0.075,7,1,4
TRK_04701,133,0.744,0.588,0.266,0.485,-14.37,0.026,0.002,0.051,9,0,4
TRK_04702,121,0.661,0.467,0.863,0.507,-11.69,0.05,0.004,0.387,11,0,4
TRK_04703,113,0.729,0.997,0.436,0.793,-5.17,0.004,0.045,0.23,9,0,5
TRK_04704,94,0.345,0.715,0.438,0.642,-5.78,0.031,0.289,0.081,11,0,4
TRK_04705,105,0.553,0.69,0.501,0.467,-5.14,0.124,0.911,0.276,5,0,4
TRK_04706,106,0.343,0.814,0.592,0.367,-6.37,0.067,0.169,0.523,7,0,4
TRK_04707,122,0.8,0.683,0.042,0.213,-8.77,0.423,0.061,0.302,9,1,4
TRK_04708,90,0.767,0.427,0.562,0.56,-13.22,0.167,0.219,0.082,0,1,4
TRK_04709,96,0.767,0.628,0.87,0.087,-3.56,0.128,0.715,0.054,7,1,4
TRK_04710,113,0.634,0.901,0.224,0.015,-9.04,0.229,0.069,0.107,4,1,4
TRK_04711,123,0.893,0.82,0.488,0.287,-4.1,0.093,0.14,0.101,11,1,4
TRK_04712,136,0.116,0.526,0.813,0.78,-9.89,0.303,0.022,0.012,0,1,4
TRK_04713,72,0.216,0.944,0.784,0.262,-8.98,0.034,0.363,0.016,9,0,4
TRK_04714,140,0.454,0.508,0.728,0.872,-7.47,0.017,0.132,0.063,4,0,6
TRK_04715,152,0.966,0.645,0.711,0.418,-4.41,0.03,0.003,0.083,8,1,3
TRK_04716,90,0.568,0.575,0.522,0.492,-13.68,0.085,0.157,0.027,6,1,4
TRK_04717,134,0.651,0.733,0.503,0.238,-8.85,0.285,0.136,0.01,3,1,3
TRK_04718,129,0.399,0.422,0.079,0.814,-14.95,0.159,0.014,0.004,3,0,4
TRK_04719,126,0.254,0.844,0.316,0.691,-5.83,0.01,0.119,0.069,11,1,4
TRK_04720,130,0.299,0.669,0.588,0.49,-13.97,0.064,0.105,0.04,11,1,4
TRK_04721,144,0.823,0.396,0.733,0.778,-11.38,0.122,0.057,0.031,6,1,4
TRK_04722,128,0.75,0.846,0.746,0.02,-9.77,0.102,0.42,0.257,6,1,4
TRK_04723,138,0.649,0.806,0.412,0.16,-10.14,0.04,0.303,0.302,9,1,4
TRK_04724,99,0.476,0.516,0.636,0.762,-13.58,0.016,0.02,0.514,9,0,4
TRK_04725,102,0.612,0.542,0.409,0.618,-11.31,0.019,0.102,0.143,9,1,4
TRK_04726,92,0.539,1.0,0.279,0.059,-6.2,0.099,0.464,0.13,2,1,4
TRK_04727,150,0.552,0.606,0.528,0.17,-12.53,0.141,0.063,0.21,3,0,6
TRK_04728,103,0.579,0.569,0.13,0.721,-3.71,0.042,0.494,0.225,11,1,4
TRK_04729,90,0.924,0.708,0.532,0.094,-6.64,0.136,0.34,0.073,3,0,4
TRK_04730,113,0.765,0.79,0.773,0.104,-5.83,0.014,0.082,0.327,4,0,4
TRK_04731,119,0.53,0.508,0.279,0.798,-5.9,0.201,0.017,0.035,7,0,4
TRK_04732,85,0.856,0.662,0.711,0.484,-5.84,0.034,0.004,0.035,3,0,4
TRK_04733,110,0.512,0.837,0.75,0.69,-6.81,0.014,0.176,0.043,9,0,4
TRK_04734,83,0.533,0.74,0.629,0.533,-14.39,0.078,0.012,0.457,5,1,4
TRK_04735,149,0.275,0.654,0.524,0.844,-12.91,0.081,0.008,0.462,6,1,4
TRK_04736,134,0.301,0.57,0.451,0.529,-3.28,0.317,0.09,0.178,10,0,4
TRK_04737,94,0.966,0.542,0.621,0.463,-3.17,0.039,0.148,0.284,4,0,4
TRK_04738,164,0.703,0.41,0.554,0.848,-13.49,0.018,0.28,0.22,10,0,4
TRK_04739,122,0.913,0.316,0.366,0.808,-6.22,0.142,0.004,0.107,4,0,4
TRK_04740,113,0.915,0.929,0.25,0.038,-10.98,0.038,0.452,0.144,0,1,4
TRK_04741,112,0.925,0.726,0.556,0.149,-11.61,0.126,0.098,0.38,6,0,4
TRK_04742,118,0.331,0.202,0.16,0.712,-4.28,0.029,0.004,0.018,2,1,4
TRK_04743,84,0.358,0.603,0.741,0.025,-8.31,0.035,0.772,0.244,6,0,4
TRK_04744,81,0.82,1.0,0.226,0.004,-7.58,0.245,0.692,0.642,10,1,4
TRK_04745,111,0.231,0.546,0.195,0.238,-14.63,0.1,0.112,0.191,0,1,4
TRK_04746,110,0.413,0.655,0.491,0.716,-7.91,0.045,0.059,0.235,11,0,5
TRK_04747,124,0.376,0.167,0.665,0.229,-10.33,0.112,0.226,0.134,9,0,4
TRK_04748,76,0.648,0.582,0.515,0.468,-3.24,0.087,0.039,0.259,7,0,4
TRK_04749,121,0.516,0.451,0.568,0.699,-13.78,0.118,0.006,0.24,2,1,4
TRK_04750,104,0.434,0.185,0.82,0.588,-13.69,0.173,0.058,0.076,2,0,4
TRK_04751,113,0.496,0.666,0.894,0.857,-4.65,0.03,0.158,0.076,6,0,4
TRK_04752,107,0.722,0.549,0.318,0.408,-6.97,0.122,0.091,0.013,7,1,4
TRK_04753,111,0.546,0.798,0.819,0.692,-12.48,0.096,0.002,0.036,11,0,4
TRK_04754,64,0.408,0.424,0.826,0.733,-7.15,0.227,0.044,0.034,7,0,4
TRK_04755,134,0.152,0.758,0.356,0.623,-12.24,0.054,0.213,0.01,8,0,6
TRK_04756,166,0.654,0.434,0.197,0.786,-11.95,0.072,0.211,0.054,1,0,4
TRK_04757,136,0.446,0.697,0.735,0.21,-13.25,0.008,0.042,0.062,1,1,4
TRK_04758,104,0.567,0.495,0.897,0.729,-5.9,0.058,0.051,0.106,3,1,4
TRK_04759,113,0.336,0.34,0.162,0.53,-5.94,0.01,0.239,0.001,1,0,4
TRK_04760,104,0.304,0.212,0.717,0.832,-11.88,0.012,0.082,0.498,5,1,4
TRK_04761,122,0.841,0.293,0.379,0.579,-10.22,0.131,0.034,0.035,11,0,4
TRK_04762,150,0.73,0.718,0.84,0.502,-11.46,0.15,0.009,0.212,6,0,4
TRK_04763,87,0.727,0.925,0.741,0.076,-5.73,0.121,0.289,0.036,6,0,4
TRK_04764,130,0.917,0.511,0.919,0.328,-13.43,0.067,0.095,0.038,1,0,3
TRK_04765,84,0.865,1.0,0.759,0.38,-11.74,0.035,0.277,0.102,11,1,4
TRK_04766,111,0.425,0.512,0.445,0.849,-6.13,0.029,0.004,0.336,7,1,4
TRK_04767,124,0.8,0.789,0.528,0.357,-6.13,0.072,0.333,0.367,2,0,4
TRK_04768,135,0.521,1.0,0.484,0.187,-11.07,0.012,0.178,0.239,7,0,4
TRK_04769,121,0.631,0.314,0.666,0.932,-3.01,0.014,0.058,0.031,4,1,4
TRK_04770,111,0.702,0.558,0.64,0.838,-13.52,0.094,0.063,0.095,8,1,4
TRK_04771,140,0.314,0.692,0.35,0.44,-13.47,0.099,0.089,0.071,3,1,4
TRK_04772,94,0.356,0.131,0.929,0.857,-13.1,0.052,0.007,0.101,4,0,4
TRK_04773,109,0.837,0.702,0.604,0.134,-11.69,0.2,0.15,0.072,4,1,4
TRK_04774,77,0.26,0.569,0.474,0.629,-12.23,0.011,0.043,0.599,5,1,4
TRK_04775,156,0.676,0.876,0.408,0.115,-9.41,0.041,0.111,0.011,4,1,4
TRK_04776,95,0.441,0.515,0.356,0.097,-11.79,0.068,0.073,0.302,3,0,4
TRK_04777,103,0.875,0.442,0.307,0.499,-3.38,0.007,0.143,0.073,10,0,4
TRK_04778,102,0.659,0.738,0.891,0.71,-13.88,0.151,0.117,0.099,6,1,4
TRK_04779,101,0.864,0.664,0.157,0.223,-6.55,0.257,0.655,0.097,9,0,4
TRK_04780,91,0.687,0.404,0.4,0.348,-14.47,0.19,0.026,0.006,6,1,4
TRK_04781,90,0.492,0.685,0.69,0.571,-10.94,0.137,0.031,0.229,3,1,5
TRK_04782,98,0.588,0.852,0.543,0.493,-6.98,0.173,0.065,0.064,10,0,4
TRK_04783,92,0.225,0.546,0.429,0.91,-9.32,0.055,0.319,0.168,0,1,4
TRK_04784,129,0.089,0.758,0.36,0.252,-12.77,0.133,0.02,0.326,3,0,5
TRK_04785,161,0.784,0.516,0.336,0.295,-7.58,0.012,0.326,0.02,0,0,4
TRK_04786,81,0.746,0.661,0.25,0.405,-8.09,0.054,0.047,0.002,4,1,3
TRK_04787,112,0.492,0.732,0.947,0.59,-12.89,0.128,0.071,0.4,7,0,4
TRK_04788,92,0.784,0.919,0.517,0.0,-13.83,0.067,0.901,0.056,6,1,4
TRK_04789,80,0.566,0.344,0.585,0.478,-11.33,0.04,0.027,0.068,6,0,3
TRK_04790,87,0.899,0.789,0.456,0.162,-3.29,0.131,0.579,0.691,8,0,5
TRK_04791,130,0.508,0.434,0.759,0.958,-3.57,0.077,0.002,0.057,10,1,4
TRK_04792,81,0.345,0.446,0.536,0.44,-14.03,0.205,0.204,0.073,1,0,4
TRK_04793,90,0.46,0.785,0.611,0.179,-10.96,0.044,0.932,0.009,10,0,4
TRK_04794,104,0.768,0.8,0.511,0.761,-6.06,0.363,0.02,0.355,4,1,4
TRK_04795,121,0.712,0.572,0.55,0.435,-5.05,0.145,0.05,0.015,6,0,4
TRK_04796,98,0.215,0.615,0.693,0.721,-10.4,0.014,0.113,0.005,8,0,4
TRK_04797,110,0.236,0.693,0.406,0.891,-7.85,0.02,0.034,0.088,6,0,4
TRK_04798,119,0.761,0.856,0.765,0.286,-13.46,0.063,0.199,0.085,7,0,4
TRK_04799,101,0.935,0.274,0.48,0.602,-13.26,0.005,0.119,0.357,4,1,4
TRK_04800,109,0.233,0.811,0.746,0.703,-8.69,0.028,0.028,0.197,0,1,4
TRK_04801,111,0.293,0.86,0.678,0.458,-10.93,0.23,0.064,0.07,3,1,4
TRK_04802,72,0.936,0.965,0.364,0.025,-12.04,0.209,0.737,0.162,3,0,3
TRK_04803,164,0.546,0.334,0.886,0.918,-14.11,0.128,0.2,0.243,4,0,4
TRK_04804,104,0.273,0.669,0.23,0.808,-14.53,0.103,0.227,0.387,11,0,3
TRK_04805,100,0.891,0.877,0.569,0.231,-6.48,0.092,0.437,0.149,8,0,4
TRK_04806,123,0.261,0.958,0.207,0.544,-5.53,0.054,0.009,0.137,3,1,4
TRK_04807,126,0.508,0.949,0.626,0.805,-9.92,0.042,0.002,0.178,2,0,4
TRK_04808,123,0.679,0.493,0.696,0.849,-10.11,0.026,0.128,0.565,9,0,4
TRK_04809,144,0.443,0.882,0.308,0.591,-13.91,0.003,0.15,0.023,8,0,4
TRK_04810,130,0.532,0.839,0.595,0.327,-8.79,0.034,0.353,0.001,4,1,4
TRK_04811,77,0.195,0.588,0.299,0.954,-3.43,0.074,0.082,0.227,0,0,4
TRK_04812,134,0.616,0.519,0.796,0.511,-5.79,0.125,0.189,0.012,0,0,4
TRK_04813,111,0.399,0.367,0.309,0.756,-6.6,0.05,0.214,0.112,4,0,4
TRK_04814,87,0.878,0.563,0.146,0.895,-4.51,0.132,0.063,0.256,10,0,4
TRK_04815,114,0.858,0.674,0.576,0.507,-3.16,0.01,0.121,0.149,6,1,4
TRK_04816,111,0.901,0.521,0.124,0.278,-5.81,0.296,0.169,0.021,7,1,4
TRK_04817,121,0.889,0.932,0.273,0.091,-6.1,0.319,0.0,0.002,4,0,4
TRK_04818,102,0.775,1.0,0.573,0.01,-6.26,0.01,0.211,0.0,11,1,4
TRK_04819,116,0.405,0.54,0.851,0.645,-3.48,0.024,0.1,0.45,3,1,4
TRK_04820,92,0.795,0.844,0.805,0.232,-10.93,0.065,0.424,0.075,8,0,4
TRK_04821,159,0.902,0.472,0.421,0.703,-6.99,0.177,0.083,0.353,3,0,4
TRK_04822,71,0.898,0.866,0.842,0.522,-5.19,0.02,0.54,0.033,11,1,4
TRK_04823,111,0.731,0.906,0.775,0.082,-6.67,0.069,0.637,0.024,10,0,3
TRK_04824,95,0.328,0.631,0.387,0.278,-7.84,0.034,0.25,0.066,11,0,4
TRK_04825,85,0.084,0.135,0.595,0.9,-3.85,0.143,0.082,0.234,10,1,4
TRK_04826,127,0.465,0.535,0.2,0.079,-13.79,0.001,0.03,0.168,11,0,4
TRK_04827,100,0.163,0.788,0.495,0.888,-5.69,0.013,0.016,0.059,8,0,5
TRK_04828,118,0.6,0.568,0.402,0.58,-4.92,0.179,0.101,0.138,5,1,4
TRK_04829,155,0.653,0.642,0.32,0.619,-12.97,0.078,0.232,0.303,3,0,4
TRK_04830,154,0.193,0.463,0.171,0.453,-8.69,0.09,0.283,0.215,5,0,4
TRK_04831,154,0.496,0.399,0.73,0.403,-3.76,0.03,0.01,0.026,0,0,4
TRK_04832,70,0.929,1.0,0.619,0.43,-3.62,0.063,0.53,0.421,1,0,3
TRK_04833,103,0.659,0.989,0.347,0.294,-3.35,0.103,0.863,0.054,6,1,4
TRK_04834,112,0.725,0.59,0.786,0.815,-13.65,0.078,0.244,0.013,1,1,6
TRK_04835,108,0.218,0.657,0.595,0.621,-8.69,0.028,0.166,0.06,0,0,4
TRK_04836,129,0.859,0.793,0.451,0.267,-8.66,0.24,0.087,0.223,3,1,4
TRK_04837,126,0.457,0.716,0.653,0.728,-7.55,0.007,0.142,0.006,1,1,6
TRK_04838,80,0.885,0.305,0.613,0.019,-11.77,0.0,0.404,0.154,8,1,4
TRK_04839,88,0.511,0.267,0.724,0.617,-7.43,0.064,0.033,0.069,6,0,4
TRK_04840,131,0.569,0.999,0.266,0.389,-14.16,0.152,0.22,0.305,2,1,4
TRK_04841,128,0.544,0.471,0.255,0.184,-14.79,0.193,0.011,0.16,4,0,4
TRK_04842,109,0.644,0.772,0.673,0.006,-12.4,0.001,0.573,0.009,7,0,4
TRK_04843,95,0.456,0.574,0.305,0.714,-11.15,0.086,0.184,0.192,6,1,4
TRK_04844,99,0.432,0.79,0.809,0.536,-12.11,0.019,0.002,0.098,8,0,4
TRK_04845,104,0.87,0.918,0.219,0.093,-10.64,0.051,0.473,0.19,0,1,4
TRK_04846,82,0.393,0.757,0.689,0.501,-10.32,0.038,0.205,0.329,11,0,4
TRK_04847,69,0.812,0.732,0.451,0.341,-6.75,0.039,0.604,0.186,3,0,4
TRK_04848,112,0.579,0.684,0.574,0.461,-4.13,0.082,0.093,0.087,6,1,4
TRK_04849,99,0.577,0.661,0.509,0.8,-14.14,0.004,0.567,0.221,8,0,5
TRK_04850,103,0.225,0.473,0.414,0.591,-14.71,0.009,0.239,0.049,2,0,4
TRK_04851,117,0.739,0.428,0.844,0.975,-8.37,0.106,0.059,0.057,7,0,4
TRK_04852,103,0.747,0.92,0.839,0.055,-7.39,0.249,0.449,0.119,9,1,4
TRK_04853,103,0.787,0.684,0.777,0.487,-12.35,0.075,0.947,0.477,10,0,4
TRK_04854,114,0.213,0.727,0.426,0.641,-4.87,0.109,0.021,0.081,0,0,4
TRK_04855,118,0.401,0.285,0.649,0.795,-10.91,0.075,0.002,0.158,2,1,3
TRK_04856,102,0.444,0.678,0.43,0.324,-3.57,0.072,0.03,0.129,10,0,6
TRK_04857,95,0.252,0.408,0.73,0.921,-9.88,0.141,0.039,0.477,4,1,4
TRK_04858,90,0.488,0.457,0.167,0.725,-9.66,0.186,0.227,0.047,9,1,4
TRK_04859,117,0.735,0.431,0.372,0.351,-10.3,0.001,0.061,0.072,3,1,4
TRK_04860,106,0.365,0.822,0.321,0.429,-5.13,0.088,0.005,0.372,3,1,4
TRK_04861,133,0.844,0.298,0.476,0.575,-3.16,0.073,0.042,0.344,9,0,3
TRK_04862,104,0.337,0.897,0.72,0.505,-14.26,0.023,0.071,0.51,3,0,4
TRK_04863,154,0.697,0.263,0.19,0.212,-11.49,0.483,0.194,0.245,0,1,4
TRK_04864,151,0.074,0.821,0.433,0.961,-12.34,0.006,0.017,0.183,2,1,4
TRK_04865,120,0.755,0.505,0.442,0.731,-5.13,0.003,0.108,0.005,8,1,4
TRK_04866,100,0.486,0.73,0.365,0.568,-12.05,0.15,0.194,0.077,1,0,4
TRK_04867,108,0.353,0.703,0.688,0.817,-3.25,0.027,0.203,0.298,5,1,4
TRK_04868,106,0.302,0.378,0.784,0.819,-7.23,0.232,0.032,0.119,10,0,4
TRK_04869,132,0.658,0.88,0.363,0.504,-7.74,0.088,0.461,0.044,3,0,4
TRK_04870,179,0.852,0.873,0.45,0.821,-4.16,0.085,0.116,0.207,11,1,4
TRK_04871,100,0.62,0.733,0.539,0.085,-10.77,0.125,0.595,0.069,7,0,4
TRK_04872,106,0.929,0.643,0.528,0.522,-10.75,0.275,0.027,0.121,1,1,4
TRK_04873,103,0.264,0.275,0.643,0.238,-10.01,0.263,0.016,0.011,6,1,4
TRK_04874,127,0.795,0.469,0.851,0.467,-7.92,0.013,0.371,0.081,0,0,4
TRK_04875,103,0.34,0.8,0.789,0.564,-13.51,0.02,0.294,0.117,4,0,4
TRK_04876,96,0.751,0.386,0.751,0.768,-3.75,0.08,0.184,0.201,2,0,4
TRK_04877,116,0.753,0.766,0.756,0.153,-8.2,0.05,0.367,0.061,4,1,4
TRK_04878,96,0.621,0.376,0.801,0.738,-5.14,0.089,0.033,0.148,7,0,4
TRK_04879,91,0.149,0.697,0.097,0.496,-9.06,0.08,0.097,0.043,2,0,4
TRK_04880,92,0.161,0.36,0.493,0.494,-13.31,0.023,0.052,0.403,8,0,4
TRK_04881,104,0.245,0.716,0.498,0.488,-13.09,0.217,0.273,0.118,6,0,4
TRK_04882,118,0.459,0.622,0.499,0.5,-13.01,0.125,0.077,0.107,4,1,4
TRK_04883,121,0.491,0.673,0.409,0.604,-4.79,0.176,0.116,0.213,4,1,4
TRK_04884,107,0.55,0.844,0.538,0.637,-3.74,0.036,0.034,0.298,6,0,4
TRK_04885,179,0.669,0.263,0.506,0.678,-6.36,0.152,0.355,0.011,3,1,4
TRK_04886,69,0.271,0.463,0.327,0.917,-4.7,0.083,0.234,0.053,8,1,5
TRK_04887,132,0.58,0.83,0.658,0.075,-7.94,0.074,0.047,0.039,11,0,4
TRK_04888,121,0.492,0.726,0.07,0.274,-6.17,0.059,0.008,0.34,7,0,4
TRK_04889,139,0.797,0.813,0.424,0.189,-7.09,0.015,0.084,0.057,2,1,4
TRK_04890,163,0.273,0.397,0.414,0.477,-13.38,0.011,0.085,0.087,7,1,4
TRK_04891,112,0.618,0.521,0.239,0.228,-5.64,0.082,0.027,0.284,0,1,4
TRK_04892,142,0.905,0.751,0.561,0.148,-7.3,0.029,0.057,0.181,3,1,4
TRK_04893,131,0.715,0.339,0.49,0.654,-13.19,0.011,0.011,0.059,10,0,4
TRK_04894,160,0.735,0.335,0.371,0.615,-11.94,0.076,0.096,0.061,11,0,3
TRK_04895,123,0.607,0.55,0.649,0.195,-10.52,0.036,0.213,0.117,6,0,4
TRK_04896,138,0.837,0.741,0.746,0.426,-6.2,0.005,0.184,0.026,6,1,4
TRK_04897,100,0.377,0.815,0.881,0.692,-14.81,0.009,0.14,0.149,7,1,4
TRK_04898,75,0.193,0.455,0.517,0.76,-4.47,0.114,0.114,0.13,1,1,4
TRK_04899,148,0.487,0.636,0.629,0.904,-5.24,0.197,0.267,0.052,9,1,4
TRK_04900,122,0.448,1.0,0.772,0.682,-5.25,0.289,0.117,0.185,10,0,4
TRK_04901,131,0.253,0.472,0.299,0.434,-11.98,0.011,0.063,0.007,6,1,5
TRK_04902,111,0.267,0.788,0.762,0.729,-5.44,0.033,0.304,0.237,11,0,4
TRK_04903,91,0.694,0.957,0.455,0.224,-11.7,0.003,0.439,0.204,10,0,4
TRK_04904,106,0.809,0.855,0.276,0.071,-7.02,0.06,0.304,0.245,7,1,4
TRK_04905,142,0.403,0.406,0.447,0.227,-6.81,0.101,0.04,0.454,6,0,6
TRK_04906,91,0.351,0.842,0.46,0.979,-11.39,0.143,0.178,0.036,8,1,4
TRK_04907,153,0.67,0.278,0.083,0.095,-8.96,0.052,0.039,0.587,5,0,4
TRK_04908,125,0.549,0.816,0.294,0.417,-9.57,0.037,0.12,0.324,5,1,4
TRK_04909,126,0.917,0.886,0.331,0.037,-11.61,0.091,0.007,0.462,7,1,4
TRK_04910,162,0.602,0.517,0.792,0.855,-10.48,0.091,0.148,0.355,11,1,4
TRK_04911,99,0.404,0.789,0.703,0.711,-4.39,0.221,0.014,0.042,8,1,4
TRK_04912,94,0.388,0.823,0.833,0.734,-7.97,0.209,0.188,0.511,9,0,4
TRK_04913,125,0.524,0.905,0.377,0.281,-9.48,0.1,0.012,0.22,11,1,4
TRK_04914,113,0.936,0.312,0.666,0.387,-12.31,0.019,0.025,0.235,5,0,4
TRK_04915,131,0.646,0.647,0.704,0.668,-3.8,0.019,0.117,0.075,6,0,4
TRK_04916,93,0.578,0.689,0.476,0.916,-8.66,0.109,0.04,0.223,8,0,4
TRK_04917,91,0.876,0.809,0.674,0.074,-13.3,0.025,0.449,0.163,7,1,4
TRK_04918,128,0.77,0.517,0.839,0.489,-6.32,0.29,0.101,0.302,4,0,4
TRK_04919,105,0.382,0.896,0.466,0.83,-5.22,0.074,0.065,0.1,3,1,6
TRK_04920,94,0.946,0.503,0.312,0.28,-12.86,0.231,0.059,0.096,0,1,4
TRK_04921,125,0.818,0.593,0.292,0.22,-4.21,0.186,0.359,0.316,2,1,5
TRK_04922,119,0.665,0.358,0.21,0.508,-6.39,0.037,0.074,0.073,4,1,3
TRK_04923,85,0.742,0.859,0.361,0.155,-6.28,0.011,0.676,0.236,0,0,4
