chart_id,track_id,artist_id,chart_name,week_date,peak_position,weeks_on_chart
6210,11088,166,US Hot 100,2017-02-22,29,38
6211,10888,162,Global Weekly,2019-07-28,189,6
6212,14269,232,US Hot 100,2022-11-13,156,21
6213,4260,49,Dance/Electronic 40,2021-11-17,64,28
6214,3087,132,Global Weekly,2019-09-29,174,51
6215,6776,187,Urban Chart,2018-10-03,141,33
6216,1607,142,Urban Chart,2022-01-14,110,16
6217,4091,198,EU Top 200,2020-12-31,39,10
6218,7100,171,Urban Chart,2019-05-25,53,46
6219,5671,114,Alternative 50,2021-08-04,168,17
6220,3656,46,Dance/Electronic 40,2023-01-23,88,11
6221,11817,6,US Hot 100,2020-05-26,118,34
6222,1686,25,Alternative 50,2017-05-10,149,17
6223,12468,84,Alternative 50,2022-08-26,189,3
6224,10230,131,Alternative 50,2019-05-12,47,31
6225,1487,167,Dance/Electronic 40,2023-05-07,98,40
6226,10423,40,Alternative 50,2018-08-08,130,42
6227,2735,4,APAC Pulse,2023-09-11,117,50
6228,3360,188,Global Weekly,2022-10-21,110,2
6229,6006,68,Latin Beats,2024-09-01,61,29
6230,723,13,APAC Pulse,2022-07-17,94,19
6231,2071,74,US Hot 100,2024-04-06,62,44
6232,14360,123,APAC Pulse,2018-10-03,102,31
6233,14791,74,Latin Beats,2023-04-29,83,30
6234,14383,132,US Hot 100,2019-09-08,85,15
6235,13708,122,Latin Beats,2023-10-04,108,32
6236,11702,131,EU Top 200,2020-08-19,13,11
6237,8033,22,Latin Beats,2023-08-19,167,16
6238,10242,231,Urban Chart,2020-08-10,89,40
6239,3370,25,Latin Beats,2016-08-03,86,48
6240,6394,86,Global Weekly,2024-05-11,19,33
6241,2729,177,Urban Chart,2020-01-08,112,30
6242,2321,2,US Hot 100,2023-11-18,109,38
6243,400,21,Alternative 50,2024-02-10,1,49
6244,4957,221,APAC Pulse,2023-11-09,144,24
6245,12081,131,Latin Beats,2024-06-26,180,21
6246,2920,96,EU Top 200,2020-05-16,81,9
6247,10938,132,APAC Pulse,2024-11-07,112,32
6248,7682,194,Dance/Electronic 40,2021-10-17,177,2
6249,11635,250,Alternative 50,2024-12-25,89,47
6250,9842,212,US Hot 100,2016-08-31,72,1
6251,144,144,Dance/Electronic 40,2021-09-07,70,34
6252,3921,90,US Hot 100,2024-08-28,96,52
6253,492,170,Dance/Electronic 40,2022-06-13,125,45
6254,6931,65,Latin Beats,2024-08-11,38,52
6255,5756,13,Dance/Electronic 40,2024-09-15,86,47
6256,9289,77,Dance/Electronic 40,2015-06-03,112,25
6257,1321,166,Alternative 50,2017-09-13,79,35
6258,11549,161,Dance/Electronic 40,2023-09-12,60,9
6259,11582,121,Urban Chart,2023-02-22,59,47
6260,7845,61,Dance/Electronic 40,2022-05-20,184,4
6261,4069,47,Alternative 50,2023-09-22,137,21
6262,5887,35,EU Top 200,2017-07-19,74,8
6263,4473,82,Global Weekly,2022-01-19,172,13
6264,7008,156,Alternative 50,2024-10-10,23,46
6265,3262,136,Dance/Electronic 40,2024-10-23,114,48
6266,10996,246,US Hot 100,2020-03-03,194,23
6267,9090,141,EU Top 200,2023-07-19,92,46
6268,592,118,Global Weekly,2021-07-28,126,4
6269,5691,127,US Hot 100,2019-07-24,79,50
6270,1468,65,Global Weekly,2021-04-01,142,15
6271,13905,111,Latin Beats,2015-02-18,97,21
6272,14316,125,Dance/Electronic 40,2016-01-14,155,28
6273,9796,65,APAC Pulse,2024-05-06,100,14
6274,3251,108,Urban Chart,2020-07-13,172,37
6275,164,164,EU Top 200,2024-05-29,86,7
6276,14519,26,APAC Pulse,2022-06-23,117,39
6277,3212,134,US Hot 100,2021-05-27,9,48
6278,5039,178,Dance/Electronic 40,2023-02-26,69,42
6279,8586,177,EU Top 200,2021-08-18,107,2
6280,4381,179,Urban Chart,2023-05-03,108,28
6281,6629,177,US Hot 100,2023-08-09,117,29
6282,13663,46,Alternative 50,2015-09-23,20,19
6283,11531,101,Urban Chart,2024-08-28,6,4
6284,9625,192,Global Weekly,2022-05-07,157,25
6285,3422,114,Latin Beats,2017-08-30,163,28
6286,7456,122,Dance/Electronic 40,2015-09-16,5,46
6287,4438,197,US Hot 100,2024-05-25,47,44
6288,5587,6,Alternative 50,2023-12-21,192,52
6289,5918,162,Alternative 50,2021-08-18,133,6
6290,1209,84,Dance/Electronic 40,2023-03-30,85,24
6291,5355,162,APAC Pulse,2023-05-21,118,46
6292,7977,13,EU Top 200,2022-01-30,173,43
6293,14296,25,APAC Pulse,2018-06-20,191,6
6294,14000,51,APAC Pulse,2024-10-19,198,4
6295,7572,119,US Hot 100,2019-10-06,98,50
6296,9429,192,Urban Chart,2024-06-12,30,5
6297,446,56,Dance/Electronic 40,2024-06-06,146,26
6298,3911,131,EU Top 200,2019-09-11,166,44
6299,8334,22,Urban Chart,2024-09-15,189,35
6300,1065,211,Latin Beats,2024-03-10,192,19
6301,4927,58,Alternative 50,2024-07-20,198,7
6302,12658,147,Global Weekly,2024-08-18,166,29
6303,10013,225,Global Weekly,2018-08-08,115,24
6304,812,55,Urban Chart,2023-05-11,8,7
6305,4127,163,EU Top 200,2020-01-01,167,16
6306,244,244,Alternative 50,2021-09-13,114,16
6307,3157,164,Alternative 50,2019-02-23,41,28
6308,7358,214,APAC Pulse,2024-09-01,48,30
6309,12488,100,EU Top 200,2017-07-13,185,2
6310,14888,159,US Hot 100,2024-10-15,8,20
6311,4926,108,Urban Chart,2022-11-14,45,35
6312,8258,54,Latin Beats,2015-07-22,52,5
6313,3983,110,Latin Beats,2021-04-14,86,31
6314,14647,100,Dance/Electronic 40,2023-02-04,18,25
6315,11793,56,Dance/Electronic 40,2023-10-06,181,41
6316,10219,115,Alternative 50,2021-05-11,48,46
6317,6914,249,APAC Pulse,2024-05-11,53,18
6318,4376,159,APAC Pulse,2023-12-23,187,40
6319,7600,189,Global Weekly,2024-08-26,175,50
6320,5916,190,Alternative 50,2023-12-23,151,40
6321,6635,136,EU Top 200,2024-03-20,136,4
6322,6683,120,Alternative 50,2024-06-30,92,15
6323,11223,218,Dance/Electronic 40,2024-01-03,98,15
6324,7342,243,Alternative 50,2022-06-27,98,16
6325,4145,230,APAC Pulse,2020-05-05,158,48
6326,14165,82,Latin Beats,2016-02-24,190,8
6327,1772,122,Latin Beats,2023-12-16,157,27
6328,5301,13,Alternative 50,2017-03-01,175,28
6329,130,130,Global Weekly,2017-12-13,18,7
6330,13423,11,Latin Beats,2024-10-02,77,6
6331,6207,243,Alternative 50,2024-10-05,200,35
6332,5853,73,Global Weekly,2024-04-17,58,6
6333,14505,4,Global Weekly,2023-04-10,152,49
6334,6799,9,US Hot 100,2021-06-01,40,23
6335,13561,160,Dance/Electronic 40,2024-04-13,106,45
6336,872,48,Global Weekly,2023-11-01,131,43
6337,450,87,Dance/Electronic 40,2023-02-24,18,34
6338,215,215,Alternative 50,2023-03-10,115,35
6339,954,162,US Hot 100,2020-05-03,152,30
6340,12725,41,Dance/Electronic 40,2017-04-26,105,33
6341,13255,58,US Hot 100,2018-10-06,197,50
6342,3609,114,Global Weekly,2024-10-09,149,5
6343,5835,75,Alternative 50,2022-12-22,91,19
6344,11230,86,Dance/Electronic 40,2021-10-06,192,20
6345,11472,94,APAC Pulse,2024-04-01,25,26
6346,13794,56,Dance/Electronic 40,2021-12-30,99,22
6347,6594,134,Dance/Electronic 40,2018-06-14,43,12
6348,10621,96,Urban Chart,2022-10-27,79,43
6349,9957,160,Latin Beats,2015-03-11,2,28
6350,11789,82,Urban Chart,2020-03-11,94,48
6351,4084,161,Dance/Electronic 40,2023-05-16,109,8
6352,963,131,Alternative 50,2021-03-14,186,40
6353,12984,134,Urban Chart,2022-05-13,42,41
6354,3008,241,APAC Pulse,2023-10-24,72,9
6355,12373,83,EU Top 200,2024-11-22,34,18
6356,3613,235,Global Weekly,2024-07-28,73,41
6357,9849,38,Global Weekly,2023-10-18,4,13
6358,634,172,Global Weekly,2022-01-29,72,2
6359,250,250,Urban Chart,2020-04-22,105,36
6360,97,97,APAC Pulse,2015-07-22,84,51
6361,9097,38,Urban Chart,2020-02-26,167,46
6362,10531,122,Global Weekly,2023-04-15,195,27
6363,6311,51,EU Top 200,2019-07-01,160,32
6364,5534,174,Latin Beats,2022-09-09,90,29
6365,4299,58,Urban Chart,2023-06-09,13,19
6366,14033,74,APAC Pulse,2023-04-08,125,16
6367,9250,1,Alternative 50,2018-06-24,105,27
6368,14158,166,APAC Pulse,2020-06-03,48,39
6369,5977,179,EU Top 200,2023-09-06,192,43
6370,8084,153,APAC Pulse,2024-07-08,103,17
6371,6974,180,Global Weekly,2024-04-28,168,10
6372,6567,25,US Hot 100,2017-01-18,139,33
6373,5663,95,Global Weekly,2024-03-26,71,41
6374,5879,239,Urban Chart,2024-03-01,96,8
6375,10375,147,Urban Chart,2022-03-01,10,37
6376,7290,156,Alternative 50,2023-01-18,90,22
6377,7996,179,Urban Chart,2019-04-03,66,49
6378,3089,225,Dance/Electronic 40,2020-03-09,189,2
6379,7647,92,APAC Pulse,2017-08-03,137,4
6380,10984,74,US Hot 100,2023-04-15,125,23
6381,5572,198,Urban Chart,2020-04-09,95,36
6382,13368,43,Alternative 50,2017-10-18,168,27
6383,11499,232,Dance/Electronic 40,2020-07-07,135,24
6384,1078,159,Latin Beats,2022-11-29,59,3
6385,14469,150,APAC Pulse,2024-02-06,9,16
6386,1698,208,Urban Chart,2020-12-12,69,8
6387,5183,78,Urban Chart,2020-01-29,34,34
6388,10664,206,Alternative 50,2021-08-04,174,32
6389,10066,200,Dance/Electronic 40,2022-02-16,143,28
6390,10709,207,Latin Beats,2024-10-20,183,32
6391,7944,19,Urban Chart,2019-11-13,192,33
6392,6980,52,Latin Beats,2021-07-29,40,19
6393,5910,166,Dance/Electronic 40,2017-12-20,151,22
6394,11733,127,Global Weekly,2022-08-16,80,21
6395,12342,90,Global Weekly,2020-06-03,114,52
6396,7588,209,EU Top 200,2020-02-12,54,24
6397,5031,46,Latin Beats,2024-04-10,157,48
6398,1882,199,US Hot 100,2023-06-23,70,41
6399,7094,22,Alternative 50,2017-06-14,19,14
6400,12297,46,Latin Beats,2021-09-01,52,45
6401,7611,56,EU Top 200,2021-09-01,94,40
6402,3717,35,Latin Beats,2020-04-20,8,31
6403,8284,62,US Hot 100,2024-10-06,153,12
6404,4909,111,Urban Chart,2024-05-01,72,32
6405,3276,122,Latin Beats,2024-06-16,45,49
6406,14940,241,Alternative 50,2024-06-23,118,35
6407,6546,115,Urban Chart,2021-08-03,191,4
6408,9355,24,Dance/Electronic 40,2024-10-13,127,7
6409,6337,215,Global Weekly,2021-03-16,91,22
6410,14036,60,APAC Pulse,2016-04-13,102,33
6411,9213,250,Urban Chart,2024-02-09,153,6
6412,356,136,US Hot 100,2018-10-24,114,12
6413,4037,24,US Hot 100,2024-05-19,183,33
6414,12317,56,APAC Pulse,2024-02-29,94,48
6415,11561,185,Latin Beats,2021-07-20,162,8
6416,12815,175,Latin Beats,2016-01-20,161,27
6417,6888,100,Dance/Electronic 40,2017-10-26,138,49
6418,10698,118,Alternative 50,2017-02-01,178,4
6419,12348,221,EU Top 200,2023-09-14,13,39
6420,1374,197,Alternative 50,2020-04-09,136,26
6421,14380,197,Dance/Electronic 40,2018-02-28,3,49
6422,5127,225,APAC Pulse,2020-09-28,70,43
6423,14928,222,US Hot 100,2016-06-01,157,5
6424,246,246,US Hot 100,2015-08-05,185,5
6425,10462,15,APAC Pulse,2020-01-14,99,17
6426,668,81,Urban Chart,2021-04-21,79,39
6427,13526,203,Alternative 50,2023-12-06,187,43
6428,11012,133,Latin Beats,2024-01-07,96,47
6429,399,52,Latin Beats,2024-09-12,62,14
6430,13238,208,Urban Chart,2024-04-25,195,31
6431,4736,19,Latin Beats,2021-07-14,187,22
6432,10128,105,Global Weekly,2015-11-04,42,51
6433,9632,160,EU Top 200,2017-04-26,124,50
6434,4845,43,Dance/Electronic 40,2022-11-12,16,52
6435,3152,92,Latin Beats,2018-07-12,5,28
6436,14488,141,EU Top 200,2023-06-03,100,44
6437,942,199,Urban Chart,2022-08-12,28,29
6438,3327,112,Alternative 50,2018-10-06,195,43
6439,10429,132,US Hot 100,2024-05-30,162,41
6440,3720,118,EU Top 200,2022-05-04,93,38
6441,14468,124,Dance/Electronic 40,2024-12-28,180,12
6442,11358,84,Alternative 50,2023-11-11,157,10
6443,4694,207,Alternative 50,2021-06-08,179,13
6444,5360,23,EU Top 200,2019-10-30,23,28
6445,14322,203,Urban Chart,2017-02-22,174,16
6446,9874,27,Alternative 50,2017-03-25,178,40
6447,12542,90,Global Weekly,2023-02-08,166,4
6448,2928,132,Dance/Electronic 40,2019-09-04,132,46
6449,5454,228,Alternative 50,2021-06-23,65,24
6450,6786,111,EU Top 200,2019-09-04,199,35
6451,3519,222,US Hot 100,2020-07-15,180,13
6452,1897,72,Latin Beats,2023-09-08,128,11
6453,10040,95,Dance/Electronic 40,2024-06-29,83,7
6454,14404,21,Alternative 50,2022-12-15,87,1
6455,6519,114,Latin Beats,2023-05-10,150,9
6456,14313,162,Global Weekly,2016-05-04,39,20
6457,6911,250,Alternative 50,2019-07-10,195,4
6458,5270,69,EU Top 200,2024-09-07,120,12
6459,1239,47,US Hot 100,2022-02-04,138,8
6460,13071,42,US Hot 100,2022-04-06,33,52
6461,6135,48,EU Top 200,2023-03-08,163,35
6462,672,95,APAC Pulse,2023-03-02,168,22
6463,1909,30,Urban Chart,2023-02-17,153,16
6464,2410,164,US Hot 100,2015-11-25,123,17
6465,2990,69,Dance/Electronic 40,2019-07-20,178,44
6466,12128,51,APAC Pulse,2020-05-11,3,6
6467,3192,92,Latin Beats,2022-06-12,22,41
6468,14936,53,EU Top 200,2024-09-18,63,19
6469,14821,22,APAC Pulse,2020-08-05,49,50
6470,713,48,Urban Chart,2019-09-04,70,41
6471,6819,55,EU Top 200,2022-10-27,119,18
6472,12403,131,EU Top 200,2022-12-11,180,12
6473,9622,25,US Hot 100,2021-08-11,118,2
6474,9850,160,Dance/Electronic 40,2018-02-21,82,20
6475,9053,60,Latin Beats,2019-06-19,6,48
6476,5790,86,APAC Pulse,2024-06-02,131,4
6477,9003,231,Urban Chart,2024-07-14,112,38
6478,1250,169,Dance/Electronic 40,2019-01-30,103,14
6479,8268,4,Urban Chart,2015-10-14,141,20
6480,14155,219,Urban Chart,2022-05-20,128,2
6481,11041,188,Latin Beats,2023-06-23,8,42
6482,12934,84,Urban Chart,2024-04-12,153,17
6483,390,88,Dance/Electronic 40,2024-05-12,159,40
6484,9731,102,Latin Beats,2021-11-16,11,42
6485,8310,19,Alternative 50,2019-10-09,127,14
6486,13239,105,Latin Beats,2016-06-22,189,38
6487,12808,217,Dance/Electronic 40,2022-08-19,54,50
6488,11152,175,EU Top 200,2019-02-13,137,7
6489,3070,56,APAC Pulse,2024-05-03,129,32
6490,11587,122,Urban Chart,2023-09-16,2,10
6491,12507,127,EU Top 200,2024-08-21,25,15
6492,6253,105,US Hot 100,2019-08-07,112,38
6493,7566,56,Latin Beats,2024-06-05,160,28
6494,8875,140,Alternative 50,2016-09-01,23,33
6495,1800,96,Global Weekly,2024-06-20,16,44
6496,9457,160,Alternative 50,2018-02-28,192,35
6497,9665,77,Global Weekly,2020-07-08,116,8
6498,11214,22,US Hot 100,2022-06-24,19,29
6499,13529,112,EU Top 200,2019-02-27,91,43
6500,3060,208,Latin Beats,2022-01-27,48,37
6501,5519,53,Global Weekly,2017-05-10,150,15
6502,397,216,Latin Beats,2017-08-30,35,5
6503,11909,10,Global Weekly,2024-03-20,3,25
6504,9060,99,Latin Beats,2024-07-28,191,21
6505,3865,204,Dance/Electronic 40,2024-12-29,167,27
6506,8366,178,Dance/Electronic 40,2024-09-08,108,13
6507,2636,86,US Hot 100,2023-12-09,41,5
6508,13021,250,EU Top 200,2024-10-30,127,17
6509,13092,1,US Hot 100,2016-08-24,167,18
6510,14945,19,Latin Beats,2021-02-21,78,3
6511,12218,44,Alternative 50,2021-05-20,191,33
6512,1580,161,Urban Chart,2019-04-13,104,37
6513,7604,123,APAC Pulse,2020-07-02,5,47
6514,8388,228,Dance/Electronic 40,2015-07-08,70,50
6515,10058,208,Urban Chart,2019-10-26,34,34
6516,10631,191,Global Weekly,2022-09-12,69,6
6517,2205,224,EU Top 200,2022-09-09,199,37
6518,7379,100,Urban Chart,2019-09-29,4,9
6519,11775,69,Alternative 50,2023-04-03,9,37
6520,11058,61,Urban Chart,2023-08-19,107,25
6521,12982,22,Latin Beats,2022-07-22,117,6
6522,9154,161,Latin Beats,2017-02-15,12,33
6523,9177,30,US Hot 100,2022-02-24,75,40
6524,5331,217,Global Weekly,2024-04-25,156,14
6525,5959,28,Latin Beats,2017-04-26,10,51
6526,11497,172,EU Top 200,2024-03-31,95,12
6527,12716,92,EU Top 200,2024-02-16,68,3
6528,8145,111,Urban Chart,2024-05-06,162,15
6529,4251,53,Global Weekly,2015-12-09,177,33
6530,12718,53,Alternative 50,2021-03-22,69,28
6531,1265,99,Latin Beats,2024-04-07,185,40
6532,11689,245,Global Weekly,2024-02-03,124,24
6533,14921,195,US Hot 100,2020-01-15,181,7
6534,7525,53,Global Weekly,2023-04-12,145,2
6535,1117,121,Dance/Electronic 40,2022-08-11,1,24
6536,12181,166,Alternative 50,2018-04-18,165,39
6537,900,4,Dance/Electronic 40,2019-08-28,153,41
6538,9638,230,APAC Pulse,2023-08-03,72,52
6539,7887,184,APAC Pulse,2021-10-20,43,30
6540,9410,131,Latin Beats,2018-10-10,85,41
6541,9764,216,Global Weekly,2015-10-14,83,5
6542,5892,51,EU Top 200,2024-11-18,13,5
6543,5973,216,US Hot 100,2024-08-26,104,24
6544,10168,225,Alternative 50,2018-05-02,143,22
6545,5979,156,Global Weekly,2022-12-29,165,40
6546,6148,187,US Hot 100,2017-01-25,7,31
6547,7277,188,EU Top 200,2022-01-21,10,27
6548,4640,112,EU Top 200,2020-03-11,126,3
6549,13125,184,Dance/Electronic 40,2022-10-06,26,22
6550,12710,45,Alternative 50,2022-01-12,131,19
6551,10647,56,Latin Beats,2024-10-04,150,24
6552,14880,205,Alternative 50,2021-10-06,102,2
6553,2360,203,Latin Beats,2022-09-14,82,11
6554,11087,27,Dance/Electronic 40,2017-11-15,137,14
6555,9835,69,Urban Chart,2024-07-12,110,6
6556,7098,134,US Hot 100,2023-11-06,173,45
6557,14792,228,Global Weekly,2018-02-21,51,42
6558,14180,184,EU Top 200,2022-07-13,170,45
6559,2659,181,Alternative 50,2022-02-18,52,33
6560,5839,189,APAC Pulse,2016-06-29,186,40
6561,14230,23,EU Top 200,2017-07-12,67,25
6562,12679,192,Global Weekly,2021-08-11,137,37
6563,10272,6,Latin Beats,2023-12-29,81,52
6564,8231,22,Alternative 50,2020-06-17,3,20
6565,8951,61,Global Weekly,2023-07-22,144,40
6566,14310,222,APAC Pulse,2020-03-26,154,35
6567,1914,230,Alternative 50,2023-06-06,53,12
6568,11169,48,Alternative 50,2017-09-20,63,7
6569,6280,228,EU Top 200,2023-08-11,4,19
6570,14885,188,EU Top 200,2023-02-18,16,2
6571,6976,107,Latin Beats,2024-05-25,169,25
6572,14773,90,Urban Chart,2016-05-04,173,39
6573,8013,223,Latin Beats,2023-10-13,130,2
6574,10547,162,Latin Beats,2022-10-26,162,29
6575,2998,75,Latin Beats,2022-06-16,78,34
6576,14151,214,EU Top 200,2023-07-14,126,25
6577,5794,173,Latin Beats,2019-09-02,72,46
6578,10741,125,Alternative 50,2017-07-05,20,36
6579,13471,123,Latin Beats,2023-09-13,195,36
6580,8716,51,Global Weekly,2021-06-17,22,12
6581,2392,122,Dance/Electronic 40,2023-01-28,178,43
6582,10898,229,Urban Chart,2022-03-01,191,13
6583,5292,114,Alternative 50,2019-02-27,200,37
6584,14828,95,Alternative 50,2023-08-24,102,37
6585,12165,115,Global Weekly,2019-12-16,152,18
6586,6330,128,Alternative 50,2022-06-27,133,22
6587,8766,9,US Hot 100,2021-11-16,144,46
6588,9352,122,EU Top 200,2020-12-19,2,44
6589,8811,61,APAC Pulse,2024-12-08,62,48
6590,6909,189,Dance/Electronic 40,2018-02-15,37,21
6591,5573,11,Urban Chart,2017-07-12,41,42
6592,6377,43,Global Weekly,2015-06-03,82,14
6593,4455,33,Alternative 50,2021-03-10,170,48
6594,715,128,APAC Pulse,2021-12-23,111,4
6595,5435,79,Dance/Electronic 40,2017-09-21,199,32
6596,11611,106,Alternative 50,2024-12-29,65,52
6597,7467,230,Alternative 50,2022-06-16,71,25
6598,4480,226,US Hot 100,2019-02-13,138,39
6599,384,202,Dance/Electronic 40,2017-05-03,169,8
6600,9019,208,Urban Chart,2022-07-16,60,29
6601,8958,217,Global Weekly,2023-05-06,64,48
6602,9741,28,Global Weekly,2020-07-27,41,45
6603,11615,23,Global Weekly,2019-01-09,115,14
6604,7315,119,US Hot 100,2020-09-06,55,26
6605,9049,12,Global Weekly,2019-11-06,79,51
6606,5492,230,Dance/Electronic 40,2024-12-20,159,13
6607,12761,136,Global Weekly,2016-02-03,187,42
6608,4013,82,APAC Pulse,2024-06-15,61,46
6609,11010,64,US Hot 100,2020-10-14,126,30
6610,10260,169,Global Weekly,2017-06-21,124,50
6611,12484,76,Global Weekly,2024-10-08,133,27
6612,8641,110,Latin Beats,2022-10-26,169,34
6613,9512,123,Latin Beats,2022-06-22,3,12
6614,14615,97,APAC Pulse,2024-05-08,97,48
6615,13105,179,APAC Pulse,2021-10-20,44,47
6616,13923,22,Global Weekly,2017-07-29,81,17
6617,5575,107,Dance/Electronic 40,2019-06-26,197,38
6618,12253,84,US Hot 100,2023-05-11,125,5
6619,5605,136,APAC Pulse,2024-06-30,154,40
6620,316,190,EU Top 200,2024-01-27,174,14
6621,14754,46,Alternative 50,2018-02-15,35,37
6622,3126,129,APAC Pulse,2021-10-13,25,23
6623,2196,111,Alternative 50,2015-11-25,145,8
6624,14802,115,APAC Pulse,2024-06-11,147,51
6625,4945,69,US Hot 100,2022-01-21,87,1
6626,2854,193,US Hot 100,2024-08-14,165,25
6627,3083,237,Alternative 50,2023-06-24,191,3
6628,7048,232,Global Weekly,2023-01-22,112,24
6629,1741,227,Urban Chart,2024-02-28,128,39
6630,1923,81,US Hot 100,2017-12-27,147,10
6631,14142,6,Urban Chart,2024-01-28,68,16
6632,12390,225,Alternative 50,2018-01-31,34,38
6633,8772,160,Latin Beats,2020-09-09,88,8
6634,5136,136,APAC Pulse,2017-11-25,186,36
6635,11271,13,Dance/Electronic 40,2017-03-11,53,27
6636,5804,37,Dance/Electronic 40,2022-04-15,106,51
6637,12452,227,Urban Chart,2019-11-25,94,39
6638,14328,160,Alternative 50,2023-07-29,13,4
6639,1690,177,Urban Chart,2023-02-03,128,40
6640,6344,88,Urban Chart,2024-03-08,68,41
6641,5634,218,Latin Beats,2022-03-14,83,49
6642,2476,122,Global Weekly,2022-04-12,16,18
6643,12394,235,Latin Beats,2024-01-14,63,46
6644,6214,171,Global Weekly,2022-01-12,74,45
6645,14740,225,Alternative 50,2018-08-29,85,30
6646,5718,164,Global Weekly,2019-12-04,11,29
6647,6957,69,Global Weekly,2019-09-14,191,42
6648,12469,136,Latin Beats,2024-01-14,173,48
6649,5134,129,Urban Chart,2023-06-07,4,42
6650,7070,145,EU Top 200,2021-04-28,52,44
6651,9997,15,Urban Chart,2023-06-03,17,44
6652,8519,92,Latin Beats,2021-12-27,48,16
6653,1455,91,EU Top 200,2018-09-09,118,52
6654,5926,56,Latin Beats,2023-06-29,146,49
6655,13712,24,Urban Chart,2024-03-17,19,17
6656,4825,237,APAC Pulse,2024-05-11,32,22
6657,8347,28,Dance/Electronic 40,2019-12-14,111,13
6658,4367,35,Latin Beats,2020-07-08,85,4
6659,7877,180,Alternative 50,2024-07-25,146,34
6660,2245,42,US Hot 100,2016-11-30,175,4
6661,14440,250,US Hot 100,2024-02-28,7,34
6662,3996,43,Global Weekly,2018-05-02,67,30
6663,3970,120,Dance/Electronic 40,2022-11-19,185,41
6664,5335,122,Alternative 50,2019-04-24,170,12
6665,5922,225,Alternative 50,2018-09-26,105,22
6666,12357,202,Urban Chart,2021-07-07,156,40
6667,14753,246,US Hot 100,2019-03-20,188,36
6668,13798,9,Urban Chart,2020-06-23,27,14
6669,9714,230,US Hot 100,2021-03-25,122,13
6670,1288,192,Latin Beats,2015-04-22,198,11
6671,8377,233,Dance/Electronic 40,2023-09-06,187,42
6672,11670,193,Dance/Electronic 40,2024-05-18,14,45
6673,12154,49,Dance/Electronic 40,2023-11-05,161,24
6674,13944,150,US Hot 100,2023-12-13,146,52
6675,13331,161,EU Top 200,2015-03-18,144,26
6676,13644,44,Global Weekly,2018-10-25,118,4
6677,2436,214,Dance/Electronic 40,2022-06-24,98,40
6678,6763,75,US Hot 100,2021-05-26,187,1
6679,704,174,Global Weekly,2023-08-24,33,51
6680,6206,179,Alternative 50,2021-03-31,174,18
6681,9057,126,EU Top 200,2015-03-04,100,34
6682,3324,177,Latin Beats,2024-09-01,90,47
6683,9864,93,Urban Chart,2017-02-04,72,37
6684,7472,131,Urban Chart,2024-05-15,139,11
6685,11257,15,Latin Beats,2023-07-29,177,47
6686,987,99,APAC Pulse,2022-11-09,67,20
6687,6859,249,Alternative 50,2021-04-22,41,38
6688,5632,201,Global Weekly,2018-11-14,103,28
6689,12127,48,APAC Pulse,2018-10-04,73,1
6690,9640,241,Global Weekly,2023-04-11,26,8
6691,4677,65,APAC Pulse,2024-02-02,181,32
6692,9203,60,APAC Pulse,2019-09-25,107,37
6693,7297,91,Dance/Electronic 40,2015-02-04,43,38
6694,11053,71,Dance/Electronic 40,2018-11-28,192,37
6695,11030,12,Latin Beats,2016-03-31,144,6
6696,4046,101,Dance/Electronic 40,2021-05-06,69,7
6697,5332,64,US Hot 100,2024-06-12,19,37
6698,6445,56,US Hot 100,2023-03-10,70,19
6699,1931,95,Alternative 50,2024-10-20,109,20
6700,11416,64,US Hot 100,2024-03-31,120,9
6701,2779,128,US Hot 100,2015-09-16,153,48
6702,6739,250,EU Top 200,2018-12-12,80,49
6703,5194,127,EU Top 200,2017-05-31,93,29
6704,4668,195,US Hot 100,2017-07-19,62,29
6705,8805,228,Latin Beats,2024-06-20,164,17
6706,4141,180,US Hot 100,2022-06-30,86,49
6707,279,225,US Hot 100,2022-05-02,191,31
6708,7194,19,Latin Beats,2016-06-22,106,18
6709,9576,34,US Hot 100,2019-01-23,118,40
6710,6323,241,EU Top 200,2024-02-04,194,30
6711,8746,61,Alternative 50,2024-08-18,100,44
6712,10280,150,Dance/Electronic 40,2022-10-19,145,13
6713,4168,135,Latin Beats,2020-09-09,162,39
6714,13401,81,APAC Pulse,2023-12-24,26,41
6715,13876,139,Alternative 50,2016-06-15,169,40
6716,2795,74,Latin Beats,2023-01-06,49,4
6717,9170,7,EU Top 200,2016-03-30,166,38
6718,8885,101,US Hot 100,2024-08-11,154,5
6719,8725,134,US Hot 100,2017-05-06,190,19
6720,10529,97,Alternative 50,2015-07-15,170,12
6721,5854,231,EU Top 200,2020-03-09,48,41
6722,4895,126,Urban Chart,2016-02-03,91,12
6723,12366,42,APAC Pulse,2018-05-23,147,31
6724,6279,121,Dance/Electronic 40,2018-01-24,154,20
6725,10497,11,Global Weekly,2022-09-28,80,39
6726,12333,242,US Hot 100,2021-11-01,147,49
6727,10498,71,Alternative 50,2024-03-04,163,11
6728,9961,93,Urban Chart,2022-07-07,53,38
6729,2858,51,APAC Pulse,2016-10-12,196,34
6730,2876,106,Dance/Electronic 40,2021-06-28,25,37
6731,10713,61,Urban Chart,2024-03-30,81,3
6732,11901,2,US Hot 100,2024-10-08,8,47
6733,9333,122,APAC Pulse,2021-07-18,164,52
6734,5732,92,APAC Pulse,2022-12-10,82,10
